0,000000000,1,1,0,0,0,0,0,0,0,0
1,000000001,1,0,1,0,0,0,0,0,0,0
2,000000002,0,1,0,1,0,0,0,0,0,0
3,000000003,0,1,0,1,1,0,0,0,0,0
4,000000004,0,1,0,1,0,0,0,0,0,0
5,000000005,0,0,1,0,1,1,0,0,0,0
6,000000006,0,1,0,0,1,0,0,0,0,0
7,000000008,0,0,1,0,0,1,1,0,0,0
8,000000009,1,0,1,0,0,0,1,0,0,0
9,000000010,0,1,0,1,1,0,0,0,0,0
10,000000011,0,1,0,0,0,0,0,1,0,0
11,000000012,1,0,0,0,1,0,0,0,0,0
12,000000013,0,0,0,0,1,0,0,0,0,0
13,000000014,1,1,1,0,0,0,0,0,0,0
14,000000015,0,0,0,0,1,1,0,0,0,0
15,000000016,0,0,0,1,1,0,0,0,0,0
16,000000017,0,1,0,0,0,0,0,0,0,0
17,000000018,1,1,0,0,0,1,0,0,0,0
18,000000019,0,1,1,0,0,1,0,0,0,0
19,000000020,0,1,0,0,0,1,1,0,0,0
20,000000021,0,0,0,0,1,1,0,0,1,0
21,000000022,0,0,1,0,0,1,1,0,0,0
22,000000023,0,0,0,0,1,0,0,0,1,0
23,000000024,0,0,0,1,1,0,0,0,0,0
24,000000026,0,1,0,1,1,0,0,0,0,0
25,000000027,0,0,0,0,1,0,0,0,0,0
26,000000028,0,0,0,0,0,0,0,0,0,0
27,000000030,0,0,0,0,1,0,0,0,0,0
28,000000031,0,0,0,0,0,0,1,0,1,0
29,000000032,1,0,0,1,0,0,0,0,0,0
30,000000033,0,1,0,0,1,0,0,0,0,0
31,000000034,0,0,0,1,1,0,0,0,0,0
32,000000035,0,0,0,0,1,1,0,0,0,0
33,000000036,1,0,0,0,1,0,0,0,0,0
34,000000037,0,1,0,1,0,0,0,0,0,0
35,000000039,0,0,0,0,1,0,1,0,0,0
36,000000040,0,0,0,0,1,0,0,0,0,0
37,000000041,0,0,1,0,1,1,0,0,0,0
38,000000042,0,0,0,0,1,0,0,0,0,0
39,000000043,1,0,1,0,0,0,0,0,0,0
40,000000044,0,1,0,0,1,1,0,0,0,0
41,000000046,0,0,0,0,1,1,0,0,1,0
42,000000047,1,0,0,0,1,0,0,0,0,0
43,000000048,0,0,0,1,1,0,0,0,0,0
44,000000051,0,1,0,1,0,0,0,0,0,0
45,000000054,0,0,0,0,1,0,0,0,0,0
46,000000055,1,1,0,0,0,0,0,0,0,0
47,000000056,0,1,0,1,1,0,0,0,0,0
48,000000057,0,1,0,0,1,0,0,0,0,0
49,000000058,0,0,0,0,1,0,1,0,1,0
50,000000059,0,0,0,0,1,0,0,0,0,0
51,000000060,0,0,0,0,1,1,1,0,0,0
52,000000061,0,0,0,0,1,0,0,0,0,0
53,000000062,0,1,0,0,0,1,0,0,0,0
54,000000063,0,1,0,1,0,1,0,0,0,0
55,000000064,0,1,0,0,0,0,0,0,0,0
56,000000065,0,0,1,0,0,0,1,0,0,0
57,000000066,0,0,0,0,1,0,0,0,0,0
58,000000067,0,1,0,0,0,0,0,0,0,0
59,000000068,0,1,0,0,1,0,0,0,0,0
60,000000069,0,0,1,0,0,1,0,1,0,0
61,000000072,0,0,0,0,1,0,0,0,0,0
62,000000073,0,0,0,1,1,0,0,0,0,0
63,000000074,0,1,0,0,0,0,1,0,0,0
64,000000075,0,0,0,0,0,0,1,0,0,0
65,000000076,0,0,0,0,0,0,0,0,0,1
66,000000077,0,0,0,0,1,0,1,0,0,0
67,000000078,0,0,0,0,1,0,1,0,0,0
68,000000079,0,0,0,0,1,0,0,0,0,0
69,000000080,0,0,0,0,1,1,0,0,0,0
70,000000081,0,1,0,0,1,0,0,0,0,0
71,000000082,0,0,0,1,1,0,0,0,0,0
72,000000083,0,1,0,0,1,0,0,0,0,0
73,000000084,0,0,0,1,1,0,0,0,0,0
74,000000085,1,0,0,0,1,0,0,0,0,0
75,000000086,1,1,0,0,0,0,0,0,0,0
76,000000087,0,1,0,0,0,0,0,0,0,0
77,000000088,0,0,1,0,1,1,0,0,0,0
78,000000089,0,0,0,0,1,0,0,0,0,0
79,000000091,0,1,0,0,0,0,0,1,0,0
80,000000092,0,1,0,1,1,0,0,0,0,0
81,000000093,0,0,1,0,0,1,1,0,0,0
82,000000094,0,1,0,0,0,0,0,0,0,0
83,000000096,0,0,1,0,1,1,0,0,0,0
84,000000097,0,0,0,0,0,0,0,0,0,1
85,000000098,0,0,0,0,1,0,0,0,0,0
86,000000100,0,1,0,0,0,0,0,0,0,0
87,000000101,0,0,0,0,1,0,0,0,1,0
88,000000104,0,1,0,0,1,0,0,0,0,0
89,000000105,1,1,1,0,0,0,0,0,0,0
90,000000106,0,0,0,0,0,0,0,0,0,1
91,000000107,0,1,0,0,1,1,0,0,0,0
92,000000108,0,0,0,0,1,0,0,0,0,0
93,000000110,0,1,1,0,0,1,0,0,0,0
94,000000111,0,0,0,0,1,1,0,0,1,0
95,000000112,0,0,0,0,1,0,0,0,0,0
96,000000113,0,1,0,0,0,0,0,0,0,0
97,000000115,0,0,0,0,1,1,0,0,0,0
98,000000116,0,1,0,1,0,0,0,0,0,0
99,000000117,0,1,0,0,0,0,0,0,0,0
100,000000118,1,1,0,0,1,0,0,0,0,0
101,000000119,0,0,0,0,1,0,0,0,0,0
102,000000120,0,1,0,1,1,0,0,0,0,0
103,000000121,0,1,0,1,1,0,0,0,0,0
104,000000123,0,1,0,0,0,0,0,0,0,0
105,000000126,0,0,0,0,0,0,0,0,1,1
106,000000127,0,1,0,1,0,0,0,0,0,0
107,000000128,0,0,0,0,1,0,0,0,0,0
108,000000129,0,0,0,1,1,0,0,0,0,0
109,000000130,0,0,0,0,1,1,1,0,0,0
110,000000132,0,0,0,0,0,0,0,0,0,1
111,000000133,0,1,0,0,0,0,0,0,0,0
112,000000134,0,0,0,0,0,0,0,0,0,1
113,000000135,0,1,0,1,0,0,0,0,0,0
114,000000136,0,0,0,0,1,0,0,0,0,0
115,000000138,0,0,0,1,1,0,0,0,0,0
116,000000139,0,1,0,0,0,0,0,0,0,0
117,000000141,0,0,0,0,1,0,0,0,0,0
118,000000142,0,1,0,1,1,0,0,0,0,0
119,000000143,0,1,1,0,0,1,0,0,0,0
120,000000144,1,0,0,0,1,0,0,0,0,0
121,000000145,0,0,0,0,1,1,0,0,0,0
122,000000146,0,1,0,1,1,0,0,0,0,0
123,000000148,1,0,0,0,1,0,0,0,0,0
124,000000149,1,0,0,0,0,0,0,0,0,0
125,000000150,0,0,0,0,0,0,0,1,0,0
126,000000152,0,0,0,0,1,0,0,0,0,0
127,000000153,0,0,1,0,1,0,0,0,0,0
128,000000155,0,1,0,0,0,0,0,0,0,0
129,000000156,0,1,0,0,0,0,0,0,0,0
130,000000157,0,0,0,0,1,1,0,0,1,0
131,000000158,1,0,1,0,0,0,0,0,1,0
132,000000159,0,0,1,0,1,0,1,0,0,0
133,000000161,0,0,1,0,0,0,1,0,0,0
134,000000163,1,0,1,0,0,0,1,0,0,0
135,000000164,0,1,1,0,0,1,0,0,0,0
136,000000165,0,0,0,0,1,1,0,0,1,0
137,000000166,1,0,1,1,0,0,0,0,0,0
138,000000167,1,0,0,0,1,0,0,0,0,0
139,000000168,0,1,0,0,1,1,0,0,0,0
140,000000169,0,1,0,0,1,0,0,0,0,0
141,000000170,0,0,1,0,0,1,0,0,0,0
142,000000171,0,0,1,0,0,1,0,0,0,0
143,000000172,0,1,0,0,0,0,0,0,0,0
144,000000173,0,0,0,0,1,0,0,0,0,0
145,000000174,0,1,0,0,1,0,0,0,0,0
146,000000175,0,0,0,0,0,0,1,1,1,0
147,000000176,0,1,0,0,1,0,0,0,0,0
148,000000177,0,0,0,1,1,0,0,0,0,0
149,000000178,0,1,0,1,0,0,0,0,0,0
150,000000179,1,0,1,0,0,0,0,0,0,0
151,000000180,0,1,0,1,1,0,0,0,0,0
152,000000181,0,0,0,0,0,0,1,1,0,0
153,000000182,0,0,0,0,1,0,0,1,0,0
154,000000183,0,0,1,0,1,1,0,0,0,0
155,000000184,0,1,0,1,0,0,0,0,0,0
156,000000185,0,1,0,0,0,0,0,0,0,0
157,000000186,0,0,1,0,1,1,0,0,0,0
158,000000187,0,1,0,0,1,0,0,0,0,0
159,000000188,0,0,0,0,1,0,0,0,0,0
160,000000189,0,0,0,1,1,0,0,0,0,0
161,000000190,0,0,0,0,0,0,0,0,0,1
162,000000191,0,0,0,0,1,0,0,0,0,0
163,000000192,0,1,0,0,1,0,0,0,0,0
164,000000193,0,1,0,1,1,0,0,0,0,0
165,000000194,0,0,1,0,0,0,0,1,0,0
166,000000195,0,0,0,0,1,0,0,0,0,0
167,000000197,0,0,0,1,1,0,0,0,0,0
168,000000198,0,0,0,0,1,1,1,0,0,0
169,000000199,0,0,0,0,1,0,0,0,0,0
170,000000200,0,0,0,1,1,0,0,0,0,0
171,000000201,0,1,0,0,1,0,0,0,0,0
172,000000203,0,1,0,0,1,0,0,0,0,0
173,000000204,0,0,0,0,0,0,0,0,0,1
174,000000205,0,0,0,1,1,0,0,0,0,0
175,000000206,1,0,1,0,0,0,0,0,0,0
176,000000207,0,0,0,0,1,0,1,0,0,0
177,000000208,0,0,1,0,0,0,0,0,0,0
178,000000209,0,0,0,0,1,0,0,0,0,0
179,000000210,1,1,0,0,0,1,0,0,0,0
180,000000211,0,0,0,0,1,0,0,0,0,0
181,000000212,0,0,0,0,1,0,0,0,0,0
182,000000213,0,0,0,1,1,0,0,0,0,0
183,000000214,0,1,0,0,0,0,0,0,0,0
184,000000215,0,0,0,0,1,0,1,0,0,0
185,000000216,0,1,0,0,1,0,0,0,0,0
186,000000217,0,0,0,0,1,0,0,0,0,0
187,000000218,0,0,0,0,1,0,0,1,1,0
188,000000219,0,0,0,1,1,0,0,0,0,0
189,000000220,0,1,0,0,0,0,0,0,0,0
190,000000221,0,1,0,1,1,0,0,0,0,0
191,000000224,1,0,1,0,0,0,1,0,0,0
192,000000225,0,1,0,0,0,1,0,0,0,0
193,000000227,0,0,0,0,1,1,0,0,1,0
194,000000228,0,1,0,0,0,0,0,0,0,0
195,000000229,0,1,0,1,1,0,0,0,0,0
196,000000230,0,0,0,0,1,0,0,0,0,0
197,000000232,0,1,0,0,1,0,0,0,0,0
198,000000233,0,1,0,1,1,0,0,0,0,0
199,000000234,0,1,0,1,0,0,0,0,0,0
200,000000236,1,1,0,0,0,0,0,0,0,0
201,000000237,0,0,0,0,0,0,1,1,0,0
202,000000238,0,0,0,0,1,0,0,0,0,0
203,000000240,0,1,0,0,1,0,0,0,0,0
204,000000241,1,0,1,0,0,0,0,0,0,0
205,000000242,0,0,0,0,1,1,0,0,0,0
206,000000243,0,0,0,0,1,0,0,0,0,1
207,000000244,0,0,0,0,1,1,0,0,0,0
208,000000245,0,1,0,0,0,0,0,0,0,0
209,000000246,0,0,0,0,1,0,0,0,0,0
210,000000247,0,1,0,0,1,0,0,0,0,0
211,000000248,0,0,1,0,1,0,1,0,0,0
212,000000249,0,1,0,1,0,0,0,0,0,0
213,000000250,0,0,0,0,1,0,0,1,0,0
214,000000251,0,0,0,0,1,0,0,0,0,0
215,000000252,0,1,0,0,0,1,0,0,0,0
216,000000253,0,1,0,1,0,0,0,0,0,0
217,000000254,0,0,1,0,1,1,0,0,0,0
218,000000256,0,0,1,0,0,1,1,0,0,0
219,000000259,0,0,0,0,1,0,0,0,0,0
220,000000260,0,0,0,0,1,0,0,0,0,0
221,000000261,0,0,0,0,1,1,1,0,0,0
222,000000262,0,0,0,1,1,0,0,0,0,0
223,000000263,0,0,0,1,1,0,0,0,0,0
224,000000264,1,1,0,0,0,0,0,0,0,0
225,000000265,0,0,0,0,1,1,0,0,0,0
226,000000266,0,0,0,0,1,1,0,0,0,0
227,000000267,0,1,0,1,1,0,0,0,0,0
228,000000268,0,0,0,0,1,0,0,0,0,0
229,000000269,0,1,0,0,1,0,0,0,0,0
230,000000270,0,0,0,1,1,0,0,1,0,0
231,000000271,0,1,0,0,0,0,0,0,0,0
232,000000273,0,1,0,1,0,0,0,0,0,0
233,000000274,0,0,0,0,0,0,0,0,0,0
234,000000276,0,0,0,0,1,0,0,0,0,0
235,000000278,0,1,0,0,1,0,0,0,0,0
236,000000279,0,0,0,0,1,0,0,0,0,0
237,000000280,0,0,0,0,1,1,0,0,0,0
238,000000282,0,1,0,0,0,0,0,1,0,0
239,000000284,0,1,0,1,0,0,0,0,0,0
240,000000285,0,0,0,0,1,1,0,0,0,0
241,000000286,0,1,0,1,0,0,0,0,0,0
242,000000287,0,0,0,0,1,1,0,0,0,0
243,000000289,0,0,1,0,1,0,1,0,0,0
244,000000291,0,1,0,1,1,0,0,0,0,0
245,000000292,0,1,0,1,0,0,0,0,0,0
246,000000293,0,0,0,0,1,1,0,0,0,0
247,000000294,0,0,0,0,1,0,0,0,0,0
248,000000295,0,1,0,0,1,0,0,0,0,0
249,000000296,0,0,0,1,1,0,0,0,0,0
250,000000297,0,0,0,0,1,0,0,0,0,0
251,000000298,0,0,0,1,1,0,0,0,0,0
252,000000299,0,0,0,0,1,1,0,0,0,0
253,000000300,0,0,1,1,0,0,1,0,0,0
254,000000301,0,1,0,0,1,0,0,0,0,0
255,000000302,0,1,0,0,1,0,0,0,0,0
256,000000303,0,0,0,1,1,0,0,0,1,0
257,000000305,0,1,0,1,1,0,0,0,0,0
258,000000306,0,0,0,1,1,0,0,0,0,0
259,000000307,0,1,0,0,1,0,0,0,0,0
260,000000308,0,0,0,0,1,0,1,1,0,0
261,000000309,0,1,0,0,1,0,0,0,0,0
262,000000310,0,1,0,0,0,0,0,0,0,0
263,000000311,0,0,0,0,1,0,0,0,0,0
264,000000312,0,0,1,0,1,1,0,0,0,0
265,000000313,1,0,1,0,0,0,0,0,0,0
266,000000314,0,1,0,0,1,0,0,0,0,0
